date,weekday,name,value
2022-12-15,木,宿泊療養中の者の数,561
2022-12-15,木,重症者数,7
2022-12-15,木,中等症者数,262
2022-12-16,金,陽性者数累計,1249885
2022-12-16,金,死亡者数累計,2161
2022-12-16,金,うちコロナ感染症を死因とする死亡者数累計,1803
2022-12-16,金,入院中の者の数,2483
2022-12-16,金,うち確保病床の入院者数,1127
2022-12-16,金,宿泊療養中の者の数,555
2022-12-16,金,重症者数,6
2022-12-16,金,中等症者数,284
2022-12-17,土,陽性者数累計,1257192
2022-12-17,土,死亡者数累計,2170
2022-12-17,土,うちコロナ感染症を死因とする死亡者数累計,1810
2022-12-17,土,入院中の者の数,2518
2022-12-17,土,うち確保病床の入院者数,1157
2022-12-17,土,宿泊療養中の者の数,560
2022-12-17,土,重症者数,6
2022-12-17,土,中等症者数,293
2022-12-18,日,陽性者数累計,1264705
2022-12-18,日,死亡者数累計,2173
2022-12-18,日,うちコロナ感染症を死因とする死亡者数累計,1812
2022-12-18,日,入院中の者の数,2601
2022-12-18,日,うち確保病床の入院者数,1184
2022-12-18,日,宿泊療養中の者の数,575
2022-12-18,日,重症者数,5
2022-12-18,日,中等症者数,302
2022-12-19,月,陽性者数累計,1266918
2022-12-19,月,死亡者数累計,2181
2022-12-19,月,うちコロナ感染症を死因とする死亡者数累計,1816
2022-12-19,月,入院中の者の数,2756
2022-12-19,月,うち確保病床の入院者数,1270
2022-12-19,月,宿泊療養中の者の数,498
2022-12-19,月,重症者数,6
2022-12-19,月,中等症者数,317
2022-12-20,火,陽性者数累計,1275529
2022-12-20,火,死亡者数累計,2197
2022-12-20,火,うちコロナ感染症を死因とする死亡者数累計,1828
2022-12-20,火,入院中の者の数,2811
2022-12-20,火,うち確保病床の入院者数,1288
2022-12-20,火,宿泊療養中の者の数,502
2022-12-20,火,重症者数,8
2022-12-20,火,中等症者数,320
2022-12-21,水,陽性者数累計,1287112
2022-12-21,水,死亡者数累計,2211
2022-12-21,水,うちコロナ感染症を死因とする死亡者数累計,1840
2022-12-21,水,入院中の者の数,2904
2022-12-21,水,うち確保病床の入院者数,1318
2022-12-21,水,宿泊療養中の者の数,536
2022-12-21,水,重症者数,7
2022-12-21,水,中等症者数,335
2022-12-22,木,陽性者数累計,1297389
2022-12-22,木,死亡者数累計,2221
2022-12-22,木,うちコロナ感染症を死因とする死亡者数累計,1848
2022-12-22,木,入院中の者の数,3083
2022-12-22,木,うち確保病床の入院者数,1366
2022-12-22,木,宿泊療養中の者の数,610
2022-12-22,木,重症者数,12
2022-12-22,木,中等症者数,362
2022-12-23,金,陽性者数累計,1306945
2022-12-23,金,死亡者数累計,2238
2022-12-23,金,うちコロナ感染症を死因とする死亡者数累計,1860
2022-12-23,金,入院中の者の数,3108
2022-12-23,金,うち確保病床の入院者数,1413
2022-12-23,金,宿泊療養中の者の数,650
2022-12-23,金,重症者数,12
2022-12-23,金,中等症者数,403
2022-12-24,土,陽性者数累計,1315779
2022-12-24,土,死亡者数累計,2251
2022-12-24,土,うちコロナ感染症を死因とする死亡者数累計,1869
2022-12-24,土,入院中の者の数,3211
2022-12-24,土,うち確保病床の入院者数,1445
2022-12-24,土,宿泊療養中の者の数,681
2022-12-24,土,重症者数,13
2022-12-24,土,中等症者数,409
2022-12-25,日,陽性者数累計,1323894
2022-12-25,日,死亡者数累計,2258
2022-12-25,日,うちコロナ感染症を死因とする死亡者数累計,1875
2022-12-25,日,入院中の者の数,3259
2022-12-25,日,うち確保病床の入院者数,1465
2022-12-25,日,宿泊療養中の者の数,686
2022-12-25,日,重症者数,13
2022-12-25,日,中等症者数,429
2022-12-26,月,陽性者数累計,1326615
2022-12-26,月,死亡者数累計,2264
2022-12-26,月,うちコロナ感染症を死因とする死亡者数累計,1879
2022-12-26,月,入院中の者の数,3283
2022-12-26,月,うち確保病床の入院者数,1480
2022-12-26,月,宿泊療養中の者の数,618
2022-12-26,月,重症者数,14
2022-12-26,月,中等症者数,465
2022-12-27,火,陽性者数累計,1337519
2022-12-27,火,死亡者数累計,2282
2022-12-27,火,うちコロナ感染症を死因とする死亡者数累計,1895
2022-12-27,火,入院中の者の数,3536
2022-12-27,火,うち確保病床の入院者数,1499
2022-12-27,火,宿泊療養中の者の数,565
2022-12-27,火,重症者数,13
2022-12-27,火,中等症者数,466
2022-12-28,水,陽性者数累計,1349878
2022-12-28,水,死亡者数累計,2302
2022-12-28,水,うちコロナ感染症を死因とする死亡者数累計,1909
2022-12-28,水,入院中の者の数,3625
2022-12-28,水,うち確保病床の入院者数,1514
2022-12-28,水,宿泊療養中の者の数,590
2022-12-28,水,重症者数,13
2022-12-28,水,中等症者数,477
2022-12-29,木,陽性者数累計,1360865
2022-12-29,木,死亡者数累計,2311
2022-12-29,木,うちコロナ感染症を死因とする死亡者数累計,1915
2022-12-29,木,入院中の者の数,3746
2022-12-29,木,うち確保病床の入院者数,1528
2022-12-29,木,宿泊療養中の者の数,580
2022-12-29,木,重症者数,18
2022-12-29,木,中等症者数,488
2022-12-30,金,陽性者数累計,1369734
2022-12-30,金,死亡者数累計,2320
2022-12-30,金,うちコロナ感染症を死因とする死亡者数累計,1920
2022-12-30,金,入院中の者の数,3790
2022-12-30,金,うち確保病床の入院者数,1520
2022-12-30,金,宿泊療養中の者の数,572
2022-12-30,金,重症者数,17
2022-12-30,金,中等症者数,504
2022-12-31,土,陽性者数累計,1375079
2022-12-31,土,死亡者数累計,2334
2022-12-31,土,うちコロナ感染症を死因とする死亡者数累計,1933
2022-12-31,土,入院中の者の数,4189
2022-12-31,土,うち確保病床の入院者数,1508
2022-12-31,土,宿泊療養中の者の数,568
2022-12-31,土,重症者数,14
2022-12-31,土,中等症者数,499
2023-01-01,日,陽性者数累計,1378644
2023-01-01,日,死亡者数累計,2341
2023-01-01,日,うちコロナ感染症を死因とする死亡者数累計,1938
2023-01-01,日,入院中の者の数,4167
2023-01-01,日,うち確保病床の入院者数,1516
2023-01-01,日,宿泊療養中の者の数,542
2023-01-01,日,重症者数,16
2023-01-01,日,中等症者数,527
2023-01-02,月,陽性者数累計,1382068
2023-01-02,月,死亡者数累計,2353
2023-01-02,月,うちコロナ感染症を死因とする死亡者数累計,1946
2023-01-02,月,入院中の者の数,4396
2023-01-02,月,うち確保病床の入院者数,1541
2023-01-02,月,宿泊療養中の者の数,480
2023-01-02,月,重症者数,17
2023-01-02,月,中等症者数,523
2023-01-03,火,陽性者数累計,1385420
2023-01-03,火,死亡者数累計,2369
2023-01-03,火,うちコロナ感染症を死因とする死亡者数累計,1958
2023-01-03,火,入院中の者の数,4370
2023-01-03,火,うち確保病床の入院者数,1546
2023-01-03,火,宿泊療養中の者の数,396
2023-01-03,火,重症者数,19
2023-01-03,火,中等症者数,528
2023-01-04,水,陽性者数累計,1390000
2023-01-04,水,死亡者数累計,2388
2023-01-04,水,うちコロナ感染症を死因とする死亡者数累計,1974
2023-01-04,水,入院中の者の数,4253
2023-01-04,水,うち確保病床の入院者数,1551
2023-01-04,水,宿泊療養中の者の数,356
2023-01-04,水,重症者数,16
2023-01-04,水,中等症者数,471
2023-01-05,木,陽性者数累計,1403075
2023-01-05,木,死亡者数累計,2417
2023-01-05,木,うちコロナ感染症を死因とする死亡者数累計,1996
2023-01-05,木,入院中の者の数,4337
2023-01-05,木,うち確保病床の入院者数,1556
2023-01-05,木,宿泊療養中の者の数,379
2023-01-05,木,重症者数,19
2023-01-05,木,中等症者数,470
2023-01-06,金,陽性者数累計,1417934
2023-01-06,金,死亡者数累計,2453
2023-01-06,金,うちコロナ感染症を死因とする死亡者数累計,2022
2023-01-06,金,入院中の者の数,4498
2023-01-06,金,うち確保病床の入院者数,1554
2023-01-06,金,宿泊療養中の者の数,450
2023-01-06,金,重症者数,16
2023-01-06,金,中等症者数,485
2023-01-07,土,陽性者数累計,1431897
2023-01-07,土,死亡者数累計,2475
2023-01-07,土,うちコロナ感染症を死因とする死亡者数累計,2040
2023-01-07,土,入院中の者の数,4602
2023-01-07,土,うち確保病床の入院者数,1586
2023-01-07,土,宿泊療養中の者の数,534
2023-01-07,土,重症者数,16
2023-01-07,土,中等症者数,495
2023-01-08,日,陽性者数累計,1443601
2023-01-08,日,死亡者数累計,2493
2023-01-08,日,うちコロナ感染症を死因とする死亡者数累計,2051
2023-01-08,日,入院中の者の数,4611
2023-01-08,日,うち確保病床の入院者数,1598
2023-01-08,日,宿泊療養中の者の数,572
2023-01-08,日,重症者数,17
2023-01-08,日,中等症者数,506
2023-01-09,月,陽性者数累計,1447374
2023-01-09,月,死亡者数累計,2503
2023-01-09,月,うちコロナ感染症を死因とする死亡者数累計,2059
2023-01-09,月,入院中の者の数,4625
2023-01-09,月,うち確保病床の入院者数,1590
2023-01-09,月,宿泊療養中の者の数,549
2023-01-09,月,重症者数,17
2023-01-09,月,中等症者数,502
2023-01-10,火,陽性者数累計,1450494
2023-01-10,火,死亡者数累計,2518
2023-01-10,火,うちコロナ感染症を死因とする死亡者数累計,2073
2023-01-10,火,入院中の者の数,4571
2023-01-10,火,うち確保病床の入院者数,1619
2023-01-10,火,宿泊療養中の者の数,517
2023-01-10,火,重症者数,19
2023-01-10,火,中等症者数,489
2023-01-11,水,陽性者数累計,1461314
2023-01-11,水,死亡者数累計,2563
2023-01-11,水,うちコロナ感染症を死因とする死亡者数累計,2104
2023-01-11,水,入院中の者の数,4511
2023-01-11,水,うち確保病床の入院者数,1609
2023-01-11,水,宿泊療養中の者の数,527
2023-01-11,水,重症者数,17
2023-01-11,水,中等症者数,482
2023-01-12,木,陽性者数累計,1472514
2023-01-12,木,死亡者数累計,2593
2023-01-12,木,うちコロナ感染症を死因とする死亡者数累計,2131
2023-01-12,木,入院中の者の数,4581
2023-01-12,木,うち確保病床の入院者数,1605
2023-01-12,木,宿泊療養中の者の数,536
2023-01-12,木,重症者数,19
2023-01-12,木,中等症者数,475
2023-01-13,金,陽性者数累計,1480700
2023-01-13,金,死亡者数累計,2632
2023-01-13,金,うちコロナ感染症を死因とする死亡者数累計,2163
2023-01-13,金,入院中の者の数,4573
2023-01-13,金,うち確保病床の入院者数,1591
2023-01-13,金,宿泊療養中の者の数,516
2023-01-13,金,重症者数,19
2023-01-13,金,中等症者数,484
2023-01-14,土,陽性者数累計,1488182
2023-01-14,土,死亡者数累計,2651
2023-01-14,土,うちコロナ感染症を死因とする死亡者数累計,2180
2023-01-14,土,入院中の者の数,4577
2023-01-14,土,うち確保病床の入院者数,1587
2023-01-14,土,宿泊療養中の者の数,504
2023-01-14,土,重症者数,21
2023-01-14,土,中等症者数,491
2023-01-15,日,陽性者数累計,1494299
2023-01-15,日,死亡者数累計,2661
2023-01-15,日,うちコロナ感染症を死因とする死亡者数累計,2189
2023-01-15,日,入院中の者の数,4515
2023-01-15,日,うち確保病床の入院者数,1602
2023-01-15,日,宿泊療養中の者の数,512
2023-01-15,日,重症者数,24
2023-01-15,日,中等症者数,488
2023-01-16,月,陽性者数累計,1496306
2023-01-16,月,死亡者数累計,2679
2023-01-16,月,うちコロナ感染症を死因とする死亡者数累計,2206
2023-01-16,月,入院中の者の数,4282
2023-01-16,月,うち確保病床の入院者数,1536
2023-01-16,月,宿泊療養中の者の数,470
2023-01-16,月,重症者数,25
2023-01-16,月,中等症者数,487
2023-01-17,火,陽性者数累計,1502645
2023-01-17,火,死亡者数累計,2703
2023-01-17,火,うちコロナ感染症を死因とする死亡者数累計,2225
2023-01-17,火,入院中の者の数,4077
2023-01-17,火,うち確保病床の入院者数,1490
2023-01-17,火,宿泊療養中の者の数,448
2023-01-17,火,重症者数,21
2023-01-17,火,中等症者数,482
2023-01-18,水,陽性者数累計,1509118
2023-01-18,水,死亡者数累計,2733
2023-01-18,水,うちコロナ感染症を死因とする死亡者数累計,2251
2023-01-18,水,入院中の者の数,3718
2023-01-18,水,うち確保病床の入院者数,1478
2023-01-18,水,宿泊療養中の者の数,417
2023-01-18,水,重症者数,20
2023-01-18,水,中等症者数,459
2023-01-19,木,陽性者数累計,1513516
2023-01-19,木,死亡者数累計,2767
2023-01-19,木,うちコロナ感染症を死因とする死亡者数累計,2283
2023-01-19,木,入院中の者の数,3464
2023-01-19,木,うち確保病床の入院者数,1435
2023-01-19,木,宿泊療養中の者の数,361
2023-01-19,木,重症者数,24
2023-01-19,木,中等症者数,454
2023-01-20,金,陽性者数累計,1517422
2023-01-20,金,死亡者数累計,2793
2023-01-20,金,うちコロナ感染症を死因とする死亡者数累計,2309
2023-01-20,金,入院中の者の数,3412
2023-01-20,金,うち確保病床の入院者数,1382
2023-01-20,金,宿泊療養中の者の数,340
2023-01-20,金,重症者数,24
2023-01-20,金,中等症者数,410
2023-01-21,土,陽性者数累計,1521185
2023-01-21,土,死亡者数累計,2806
2023-01-21,土,うちコロナ感染症を死因とする死亡者数累計,2319
2023-01-21,土,入院中の者の数,3355
2023-01-21,土,うち確保病床の入院者数,1381
2023-01-21,土,宿泊療養中の者の数,299
2023-01-21,土,重症者数,24
2023-01-21,土,中等症者数,407
2023-01-22,日,陽性者数累計,1524229
2023-01-22,日,死亡者数累計,2809
2023-01-22,日,うちコロナ感染症を死因とする死亡者数累計,2322
2023-01-22,日,入院中の者の数,3143
2023-01-22,日,うち確保病床の入院者数,1349
2023-01-22,日,宿泊療養中の者の数,264
2023-01-22,日,重症者数,22
2023-01-22,日,中等症者数,409
2023-01-23,月,陽性者数累計,1525265
2023-01-23,月,死亡者数累計,2830
2023-01-23,月,うちコロナ感染症を死因とする死亡者数累計,2341
2023-01-23,月,入院中の者の数,2863
2023-01-23,月,うち確保病床の入院者数,1262
2023-01-23,月,宿泊療養中の者の数,236
2023-01-23,月,重症者数,22
2023-01-23,月,中等症者数,341
2023-01-24,火,陽性者数累計,1528973
2023-01-24,火,死亡者数累計,2861
2023-01-24,火,うちコロナ感染症を死因とする死亡者数累計,2367
2023-01-24,火,入院中の者の数,2843
2023-01-24,火,うち確保病床の入院者数,1196
2023-01-24,火,宿泊療養中の者の数,213
2023-01-24,火,重症者数,20
2023-01-24,火,中等症者数,323
2023-01-25,水,陽性者数累計,1532579
2023-01-25,水,死亡者数累計,2895
2023-01-25,水,うちコロナ感染症を死因とする死亡者数累計,2398
2023-01-25,水,入院中の者の数,2656
2023-01-25,水,うち確保病床の入院者数,1160
2023-01-25,水,宿泊療養中の者の数,190
2023-01-25,水,重症者数,19
2023-01-25,水,中等症者数,301
2023-01-26,木,陽性者数累計,1535071
2023-01-26,木,死亡者数累計,2907
2023-01-26,木,うちコロナ感染症を死因とする死亡者数累計,2406
2023-01-26,木,入院中の者の数,2501
2023-01-26,木,うち確保病床の入院者数,1105
2023-01-26,木,宿泊療養中の者の数,169
2023-01-26,木,重症者数,19
2023-01-26,木,中等症者数,279
2023-01-27,金,陽性者数累計,1537694
2023-01-27,金,死亡者数累計,2933
2023-01-27,金,うちコロナ感染症を死因とする死亡者数累計,2424
2023-01-27,金,入院中の者の数,2336
2023-01-27,金,うち確保病床の入院者数,1052
2023-01-27,金,宿泊療養中の者の数,167
2023-01-27,金,重症者数,19
2023-01-27,金,中等症者数,265
2023-01-28,土,陽性者数累計,1540467
2023-01-28,土,死亡者数累計,2941
2023-01-28,土,うちコロナ感染症を死因とする死亡者数累計,2432
2023-01-28,土,入院中の者の数,2308
2023-01-28,土,うち確保病床の入院者数,1040
2023-01-28,土,宿泊療養中の者の数,156
2023-01-28,土,重症者数,19
2023-01-28,土,中等症者数,266
2023-01-29,日,陽性者数累計,1542566
2023-01-29,日,死亡者数累計,2944
2023-01-29,日,うちコロナ感染症を死因とする死亡者数累計,2435
2023-01-29,日,入院中の者の数,2194
2023-01-29,日,うち確保病床の入院者数,1003
2023-01-29,日,宿泊療養中の者の数,152
2023-01-29,日,重症者数,15
2023-01-29,日,中等症者数,265
2023-01-30,月,陽性者数累計,1543264
2023-01-30,月,死亡者数累計,2953
2023-01-30,月,うちコロナ感染症を死因とする死亡者数累計,2443
2023-01-30,月,入院中の者の数,1950
2023-01-30,月,うち確保病床の入院者数,948
2023-01-30,月,宿泊療養中の者の数,124
2023-01-30,月,重症者数,13
2023-01-30,月,中等症者数,245
2023-01-31,火,陽性者数累計,1545938
2023-01-31,火,死亡者数累計,2972
2023-01-31,火,うちコロナ感染症を死因とする死亡者数累計,2460
2023-01-31,火,入院中の者の数,1899
2023-01-31,火,うち確保病床の入院者数,898
2023-01-31,火,宿泊療養中の者の数,135
2023-01-31,火,重症者数,12
2023-01-31,火,中等症者数,248
2023-02-01,水,陽性者数累計,1548582
2023-02-01,水,死亡者数累計,2982
2023-02-01,水,うちコロナ感染症を死因とする死亡者数累計,2467
2023-02-01,水,入院中の者の数,1810
2023-02-01,水,うち確保病床の入院者数,891
2023-02-01,水,宿泊療養中の者の数,133
2023-02-01,水,重症者数,12
2023-02-01,水,中等症者数,236
2023-02-02,木,陽性者数累計,1550753
2023-02-02,木,死亡者数累計,2988
2023-02-02,木,うちコロナ感染症を死因とする死亡者数累計,2469
2023-02-02,木,入院中の者の数,1729
2023-02-02,木,うち確保病床の入院者数,845
2023-02-02,木,宿泊療養中の者の数,143
2023-02-02,木,重症者数,10
2023-02-02,木,中等症者数,233
2023-02-03,金,陽性者数累計,1552692
2023-02-03,金,死亡者数累計,3003
2023-02-03,金,うちコロナ感染症を死因とする死亡者数累計,2483
2023-02-03,金,入院中の者の数,1627
2023-02-03,金,うち確保病床の入院者数,834
2023-02-03,金,宿泊療養中の者の数,138
2023-02-03,金,重症者数,10
2023-02-03,金,中等症者数,216
2023-02-04,土,陽性者数累計,1554406
2023-02-04,土,死亡者数累計,3009
2023-02-04,土,うちコロナ感染症を死因とする死亡者数累計,2487
2023-02-04,土,入院中の者の数,1644
2023-02-04,土,うち確保病床の入院者数,817
2023-02-04,土,宿泊療養中の者の数,123
2023-02-04,土,重症者数,11
2023-02-04,土,中等症者数,214
2023-02-05,日,陽性者数累計,1556066
2023-02-05,日,死亡者数累計,3010
2023-02-05,日,うちコロナ感染症を死因とする死亡者数累計,2488
2023-02-05,日,入院中の者の数,1657
2023-02-05,日,うち確保病床の入院者数,822
2023-02-05,日,宿泊療養中の者の数,122
2023-02-05,日,重症者数,12
2023-02-05,日,中等症者数,211
2023-02-06,月,陽性者数累計,1556511
2023-02-06,月,死亡者数累計,3015
2023-02-06,月,うちコロナ感染症を死因とする死亡者数累計,2493
2023-02-06,月,入院中の者の数,1563
2023-02-06,月,うち確保病床の入院者数,799
2023-02-06,月,宿泊療養中の者の数,98
2023-02-06,月,重症者数,12
2023-02-06,月,中等症者数,205
2023-02-07,火,陽性者数累計,1558352
2023-02-07,火,死亡者数累計,3027
2023-02-07,火,うちコロナ感染症を死因とする死亡者数累計,2502
2023-02-07,火,入院中の者の数,1460
2023-02-07,火,うち確保病床の入院者数,746
2023-02-07,火,宿泊療養中の者の数,93
2023-02-07,火,重症者数,9
2023-02-07,火,中等症者数,193
2023-02-08,水,陽性者数累計,1560281
2023-02-08,水,死亡者数累計,3033
2023-02-08,水,うちコロナ感染症を死因とする死亡者数累計,2508
2023-02-08,水,入院中の者の数,1392
2023-02-08,水,うち確保病床の入院者数,714
2023-02-08,水,宿泊療養中の者の数,79
2023-02-08,水,重症者数,9
2023-02-08,水,中等症者数,183
2023-02-09,木,陽性者数累計,1561741
2023-02-09,木,死亡者数累計,3048
2023-02-09,木,うちコロナ感染症を死因とする死亡者数累計,2522
2023-02-09,木,入院中の者の数,1296
2023-02-09,木,うち確保病床の入院者数,687
2023-02-09,木,宿泊療養中の者の数,80
2023-02-09,木,重症者数,8
2023-02-09,木,中等症者数,168
2023-02-10,金,陽性者数累計,1563075
2023-02-10,金,死亡者数累計,3069
2023-02-10,金,うちコロナ感染症を死因とする死亡者数累計,2540
2023-02-10,金,入院中の者の数,1262
2023-02-10,金,うち確保病床の入院者数,655
2023-02-10,金,宿泊療養中の者の数,82
2023-02-10,金,重症者数,8
2023-02-10,金,中等症者数,154
2023-02-11,土,陽性者数累計,1564279
2023-02-11,土,死亡者数累計,3071
2023-02-11,土,うちコロナ感染症を死因とする死亡者数累計,2542
2023-02-11,土,入院中の者の数,1245
2023-02-11,土,うち確保病床の入院者数,645
2023-02-11,土,宿泊療養中の者の数,86
2023-02-11,土,重症者数,8
2023-02-11,土,中等症者数,156
2023-02-12,日,陽性者数累計,1564770
2023-02-12,日,死亡者数累計,3072
2023-02-12,日,うちコロナ感染症を死因とする死亡者数累計,2543
2023-02-12,日,入院中の者の数,1195
2023-02-12,日,うち確保病床の入院者数,630
2023-02-12,日,宿泊療養中の者の数,89
2023-02-12,日,重症者数,6
2023-02-12,日,中等症者数,162
2023-02-13,月,陽性者数累計,1565059
2023-02-13,月,死亡者数累計,3081
2023-02-13,月,うちコロナ感染症を死因とする死亡者数累計,2551
2023-02-13,月,入院中の者の数,1059
2023-02-13,月,うち確保病床の入院者数,577
2023-02-13,月,宿泊療養中の者の数,84
2023-02-13,月,重症者数,6
2023-02-13,月,中等症者数,156
2023-02-14,火,陽性者数累計,1566534
2023-02-14,火,死亡者数累計,3089
2023-02-14,火,うちコロナ感染症を死因とする死亡者数累計,2558
2023-02-14,火,入院中の者の数,969
2023-02-14,火,うち確保病床の入院者数,543
2023-02-14,火,宿泊療養中の者の数,83
2023-02-14,火,重症者数,4
2023-02-14,火,中等症者数,149
2023-02-15,水,陽性者数累計,1567958
2023-02-15,水,死亡者数累計,3099
2023-02-15,水,うちコロナ感染症を死因とする死亡者数累計,2565
2023-02-15,水,入院中の者の数,840
2023-02-15,水,うち確保病床の入院者数,501
2023-02-15,水,宿泊療養中の者の数,73
2023-02-15,水,重症者数,4
2023-02-15,水,中等症者数,130
2023-02-16,木,陽性者数累計,1568923
2023-02-16,木,死亡者数累計,3103
2023-02-16,木,うちコロナ感染症を死因とする死亡者数累計,2569
2023-02-16,木,入院中の者の数,785
2023-02-16,木,うち確保病床の入院者数,505
2023-02-16,木,宿泊療養中の者の数,70
2023-02-16,木,重症者数,4
2023-02-16,木,中等症者数,125
2023-02-17,金,陽性者数累計,1569817
2023-02-17,金,死亡者数累計,3111
2023-02-17,金,うちコロナ感染症を死因とする死亡者数累計,2577
2023-02-17,金,入院中の者の数,771
2023-02-17,金,うち確保病床の入院者数,470
2023-02-17,金,宿泊療養中の者の数,58
2023-02-17,金,重症者数,4
2023-02-17,金,中等症者数,121
2023-02-18,土,陽性者数累計,1570658
2023-02-18,土,死亡者数累計,3113
2023-02-18,土,うちコロナ感染症を死因とする死亡者数累計,2578
2023-02-18,土,入院中の者の数,757
2023-02-18,土,うち確保病床の入院者数,461
2023-02-18,土,宿泊療養中の者の数,60
2023-02-18,土,重症者数,4
2023-02-18,土,中等症者数,122
2023-02-19,日,陽性者数累計,1571369
2023-02-19,日,死亡者数累計,3113
2023-02-19,日,うちコロナ感染症を死因とする死亡者数累計,2578
2023-02-19,日,入院中の者の数,732
2023-02-19,日,うち確保病床の入院者数,455
2023-02-19,日,宿泊療養中の者の数,61
2023-02-19,日,重症者数,4
2023-02-19,日,中等症者数,119
2023-02-20,月,陽性者数累計,1571564
2023-02-20,月,死亡者数累計,3116
2023-02-20,月,うちコロナ感染症を死因とする死亡者数累計,2580
2023-02-20,月,入院中の者の数,698
2023-02-20,月,うち確保病床の入院者数,424
2023-02-20,月,宿泊療養中の者の数,58
2023-02-20,月,重症者数,5
2023-02-20,月,中等症者数,106
2023-02-21,火,陽性者数累計,1572473
2023-02-21,火,死亡者数累計,3121
2023-02-21,火,うちコロナ感染症を死因とする死亡者数累計,2585
2023-02-21,火,入院中の者の数,672
2023-02-21,火,うち確保病床の入院者数,387
2023-02-21,火,宿泊療養中の者の数,59
2023-02-21,火,重症者数,6
2023-02-21,火,中等症者数,99
2023-02-22,水,陽性者数累計,1573280
2023-02-22,水,死亡者数累計,3128
2023-02-22,水,うちコロナ感染症を死因とする死亡者数累計,2589
2023-02-22,水,入院中の者の数,645
2023-02-22,水,うち確保病床の入院者数,358
2023-02-22,水,宿泊療養中の者の数,51
2023-02-22,水,重症者数,4
2023-02-22,水,中等症者数,79
2023-02-23,木,陽性者数累計,1573887
2023-02-23,木,死亡者数累計,3129
2023-02-23,木,うちコロナ感染症を死因とする死亡者数累計,2590
2023-02-23,木,入院中の者の数,559
2023-02-23,木,うち確保病床の入院者数,350
2023-02-23,木,宿泊療養中の者の数,47
2023-02-23,木,重症者数,3
2023-02-23,木,中等症者数,78
2023-02-24,金,陽性者数累計,1574016
2023-02-24,金,死亡者数累計,3133
2023-02-24,金,うちコロナ感染症を死因とする死亡者数累計,2593
2023-02-24,金,入院中の者の数,529
2023-02-24,金,うち確保病床の入院者数,336
2023-02-24,金,宿泊療養中の者の数,32
2023-02-24,金,重症者数,3
2023-02-24,金,中等症者数,80
2023-02-25,土,陽性者数累計,1574691
2023-02-25,土,死亡者数累計,3137
2023-02-25,土,うちコロナ感染症を死因とする死亡者数累計,2597
2023-02-25,土,入院中の者の数,521
2023-02-25,土,うち確保病床の入院者数,316
2023-02-25,土,宿泊療養中の者の数,28
2023-02-25,土,重症者数,3
2023-02-25,土,中等症者数,73
2023-02-26,日,陽性者数累計,1575190
2023-02-26,日,死亡者数累計,3137
2023-02-26,日,うちコロナ感染症を死因とする死亡者数累計,2597
2023-02-26,日,入院中の者の数,484
2023-02-26,日,うち確保病床の入院者数,320
2023-02-26,日,宿泊療養中の者の数,30
2023-02-26,日,重症者数,3
2023-02-26,日,中等症者数,74
2023-02-27,月,陽性者数累計,1575304
2023-02-27,月,死亡者数累計,3138
2023-02-27,月,うちコロナ感染症を死因とする死亡者数累計,2598
2023-02-27,月,入院中の者の数,414
2023-02-27,月,うち確保病床の入院者数,279
2023-02-27,月,宿泊療養中の者の数,25
2023-02-27,月,重症者数,3
2023-02-27,月,中等症者数,60
2023-02-28,火,陽性者数累計,1575899
2023-02-28,火,死亡者数累計,3143
2023-02-28,火,うちコロナ感染症を死因とする死亡者数累計,2600
2023-02-28,火,入院中の者の数,390
2023-02-28,火,うち確保病床の入院者数,252
2023-02-28,火,宿泊療養中の者の数,29
2023-02-28,火,重症者数,3
2023-02-28,火,中等症者数,49
2023-03-01,水,陽性者数累計,1576480
2023-03-01,水,死亡者数累計,3148
2023-03-01,水,うちコロナ感染症を死因とする死亡者数累計,2603
2023-03-01,水,入院中の者の数,368
2023-03-01,水,うち確保病床の入院者数,250
2023-03-01,水,宿泊療養中の者の数,28
2023-03-01,水,重症者数,2
2023-03-01,水,中等症者数,53
2023-03-02,木,陽性者数累計,1576962
2023-03-02,木,死亡者数累計,3153
2023-03-02,木,うちコロナ感染症を死因とする死亡者数累計,2607
2023-03-02,木,入院中の者の数,344
2023-03-02,木,うち確保病床の入院者数,238
2023-03-02,木,宿泊療養中の者の数,30
2023-03-02,木,重症者数,2
2023-03-02,木,中等症者数,50
2023-03-03,金,陽性者数累計,1577413
2023-03-03,金,死亡者数累計,3157
2023-03-03,金,うちコロナ感染症を死因とする死亡者数累計,2611
2023-03-03,金,入院中の者の数,339
2023-03-03,金,うち確保病床の入院者数,241
2023-03-03,金,宿泊療養中の者の数,28
2023-03-03,金,重症者数,2
2023-03-03,金,中等症者数,55
2023-03-04,土,陽性者数累計,1577860
2023-03-04,土,死亡者数累計,3157
2023-03-04,土,うちコロナ感染症を死因とする死亡者数累計,2611
2023-03-04,土,入院中の者の数,347
2023-03-04,土,うち確保病床の入院者数,242
2023-03-04,土,宿泊療養中の者の数,32
2023-03-04,土,重症者数,2
2023-03-04,土,中等症者数,56
2023-03-05,日,陽性者数累計,1578242
2023-03-05,日,死亡者数累計,3157
2023-03-05,日,うちコロナ感染症を死因とする死亡者数累計,2611
2023-03-05,日,入院中の者の数,326
2023-03-05,日,うち確保病床の入院者数,241
2023-03-05,日,宿泊療養中の者の数,33
2023-03-05,日,重症者数,2
